feature_code,token_type,source_table,cutoff_rule,transformation,missing_value_policy,value_column,time_column,observed_rows
Mono_abs__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__Mono_abs__min_24h,t__Mono_abs__min_24h,3324
Mono_abs__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__Mono_abs__min_72h,t__Mono_abs__min_72h,5113
Mono_abs__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__Mono_abs__prev1,t__Mono_abs__prev1,6220
Mono_abs__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__Mono_abs__prev2,t__Mono_abs__prev2,4353
Mono_abs__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__Mono_abs__prev3,t__Mono_abs__prev3,3325
Mono_abs__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__Mono_abs__prior_count,t__Mono_abs__prior_count,6220
Mono_abs__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__Mono_abs__slope_per_day,t__Mono_abs__slope_per_day,4353
Mono_abs__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__Mono_abs__std_24h,t__Mono_abs__std_24h,2
Mono_abs__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__Mono_abs__std_72h,t__Mono_abs__std_72h,2424
NRBC_abs__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__NRBC_abs__delta,t__NRBC_abs__delta,4285
NRBC_abs__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__NRBC_abs__first_admission,t__NRBC_abs__first_admission,6130
NRBC_abs__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__NRBC_abs__max_24h,t__NRBC_abs__max_24h,3271
NRBC_abs__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__NRBC_abs__max_72h,t__NRBC_abs__max_72h,5031
NRBC_abs__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__NRBC_abs__mean_24h,t__NRBC_abs__mean_24h,3271
NRBC_abs__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__NRBC_abs__mean_72h,t__NRBC_abs__mean_72h,5031
NRBC_abs__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__NRBC_abs__min_24h,t__NRBC_abs__min_24h,3271
NRBC_abs__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__NRBC_abs__min_72h,t__NRBC_abs__min_72h,5031
NRBC_abs__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__NRBC_abs__prev1,t__NRBC_abs__prev1,6130
NRBC_abs__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__NRBC_abs__prev2,t__NRBC_abs__prev2,4285
NRBC_abs__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__NRBC_abs__prev3,t__NRBC_abs__prev3,3274
NRBC_abs__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__NRBC_abs__prior_count,t__NRBC_abs__prior_count,6130
NRBC_abs__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__NRBC_abs__slope_per_day,t__NRBC_abs__slope_per_day,4285
NRBC_abs__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__NRBC_abs__std_24h,t__NRBC_abs__std_24h,1
NRBC_abs__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__NRBC_abs__std_72h,t__NRBC_abs__std_72h,2385
Neutro_abs__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__Neutro_abs__delta,t__Neutro_abs__delta,4365
Neutro_abs__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__Neutro_abs__first_admission,t__Neutro_abs__first_admission,6247
Neutro_abs__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__Neutro_abs__max_24h,t__Neutro_abs__max_24h,3333
Neutro_abs__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__Neutro_abs__max_72h,t__Neutro_abs__max_72h,5137
Neutro_abs__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__Neutro_abs__mean_24h,t__Neutro_abs__mean_24h,3333
Neutro_abs__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__Neutro_abs__mean_72h,t__Neutro_abs__mean_72h,5137
Neutro_abs__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__Neutro_abs__min_24h,t__Neutro_abs__min_24h,3333
Neutro_abs__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__Neutro_abs__min_72h,t__Neutro_abs__min_72h,5137
Neutro_abs__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__Neutro_abs__prev1,t__Neutro_abs__prev1,6247
Neutro_abs__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__Neutro_abs__prev2,t__Neutro_abs__prev2,4365
Neutro_abs__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__Neutro_abs__prev3,t__Neutro_abs__prev3,3337
Neutro_abs__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__Neutro_abs__prior_count,t__Neutro_abs__prior_count,6247
Neutro_abs__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__Neutro_abs__slope_per_day,t__Neutro_abs__slope_per_day,4365
Neutro_abs__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__Neutro_abs__std_24h,t__Neutro_abs__std_24h,2
Neutro_abs__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__Neutro_abs__std_72h,t__Neutro_abs__std_72h,2432
O2_saturation__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__O2_saturation__delta,t__O2_saturation__delta,1437
O2_saturation__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__O2_saturation__first_admission,t__O2_saturation__first_admission,2427
O2_saturation__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__O2_saturation__max_24h,t__O2_saturation__max_24h,1166
O2_saturation__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__O2_saturation__max_72h,t__O2_saturation__max_72h,1922
O2_saturation__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__O2_saturation__mean_24h,t__O2_saturation__mean_24h,1166
O2_saturation__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__O2_saturation__mean_72h,t__O2_saturation__mean_72h,1922
O2_saturation__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__O2_saturation__min_24h,t__O2_saturation__min_24h,1166
O2_saturation__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__O2_saturation__min_72h,t__O2_saturation__min_72h,1922
O2_saturation__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__O2_saturation__prev1,t__O2_saturation__prev1,2427
O2_saturation__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__O2_saturation__prev2,t__O2_saturation__prev2,1437
O2_saturation__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__O2_saturation__prev3,t__O2_saturation__prev3,957
O2_saturation__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__O2_saturation__prior_count,t__O2_saturation__prior_count,2427
O2_saturation__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__O2_saturation__slope_per_day,t__O2_saturation__slope_per_day,1437
O2_saturation__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__O2_saturation__std_24h,t__O2_saturation__std_24h,3
O2_saturation__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__O2_saturation__std_72h,t__O2_saturation__std_72h,674
Osmolality__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__Osmolality__delta,t__Osmolality__delta,13816
Osmolality__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__Osmolality__first_admission,t__Osmolality__first_admission,23850
Osmolality__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__Osmolality__max_24h,t__Osmolality__max_24h,16561
Osmolality__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__Osmolality__max_72h,t__Osmolality__max_72h,21880
Osmolality__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__Osmolality__mean_24h,t__Osmolality__mean_24h,16561
Osmolality__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__Osmolality__mean_72h,t__Osmolality__mean_72h,21880
Osmolality__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__Osmolality__min_24h,t__Osmolality__min_24h,16561
Osmolality__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__Osmolality__min_72h,t__Osmolality__min_72h,21880
Osmolality__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__Osmolality__prev1,t__Osmolality__prev1,23850
Osmolality__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__Osmolality__prev2,t__Osmolality__prev2,13816
Osmolality__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__Osmolality__prev3,t__Osmolality__prev3,9538
Osmolality__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__Osmolality__prior_count,t__Osmolality__prior_count,23850
Osmolality__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__Osmolality__slope_per_day,t__Osmolality__slope_per_day,13816
Osmolality__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__Osmolality__std_24h,t__Osmolality__std_24h,66
Osmolality__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__Osmolality__std_72h,t__Osmolality__std_72h,9124
Oxyhemoglobin__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__Oxyhemoglobin__delta,t__Oxyhemoglobin__delta,1425
Oxyhemoglobin__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__Oxyhemoglobin__first_admission,t__Oxyhemoglobin__first_admission,2410
Oxyhemoglobin__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__Oxyhemoglobin__max_24h,t__Oxyhemoglobin__max_24h,1158
Oxyhemoglobin__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__Oxyhemoglobin__max_72h,t__Oxyhemoglobin__max_72h,1911
Oxyhemoglobin__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__Oxyhemoglobin__mean_24h,t__Oxyhemoglobin__mean_24h,1158
Oxyhemoglobin__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__Oxyhemoglobin__mean_72h,t__Oxyhemoglobin__mean_72h,1911
Oxyhemoglobin__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__Oxyhemoglobin__min_24h,t__Oxyhemoglobin__min_24h,1158
Oxyhemoglobin__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__Oxyhemoglobin__min_72h,t__Oxyhemoglobin__min_72h,1911
Oxyhemoglobin__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__Oxyhemoglobin__prev1,t__Oxyhemoglobin__prev1,2410
Oxyhemoglobin__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__Oxyhemoglobin__prev2,t__Oxyhemoglobin__prev2,1425
Oxyhemoglobin__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__Oxyhemoglobin__prev3,t__Oxyhemoglobin__prev3,947
Oxyhemoglobin__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__Oxyhemoglobin__prior_count,t__Oxyhemoglobin__prior_count,2410
Oxyhemoglobin__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__Oxyhemoglobin__slope_per_day,t__Oxyhemoglobin__slope_per_day,1425
Oxyhemoglobin__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__Oxyhemoglobin__std_24h,t__Oxyhemoglobin__std_24h,3
Oxyhemoglobin__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__Oxyhemoglobin__std_72h,t__Oxyhemoglobin__std_72h,672
PLT__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__PLT__delta,t__PLT__delta,4374
PLT__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__PLT__first_admission,t__PLT__first_admission,6258
PLT__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__PLT__max_24h,t__PLT__max_24h,3347
PLT__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__PLT__max_72h,t__PLT__max_72h,5145
PLT__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__PLT__mean_24h,t__PLT__mean_24h,3347
PLT__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__PLT__mean_72h,t__PLT__mean_72h,5145
PLT__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__PLT__min_24h,t__PLT__min_24h,3347
PLT__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__PLT__min_72h,t__PLT__min_72h,5145
PLT__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__PLT__prev1,t__PLT__prev1,6258
PLT__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__PLT__prev2,t__PLT__prev2,4374
PLT__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__PLT__prev3,t__PLT__prev3,3342
PLT__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__PLT__prior_count,t__PLT__prior_count,6258
PLT__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__PLT__slope_per_day,t__PLT__slope_per_day,4374
PLT__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__PLT__std_24h,t__PLT__std_24h,2
PLT__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__PLT__std_72h,t__PLT__std_72h,2444
PTT__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__PTT__delta,t__PTT__delta,0
PTT__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__PTT__first_admission,t__PTT__first_admission,2
PTT__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__PTT__max_24h,t__PTT__max_24h,0
PTT__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__PTT__max_72h,t__PTT__max_72h,1
PTT__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__PTT__mean_24h,t__PTT__mean_24h,0
PTT__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__PTT__mean_72h,t__PTT__mean_72h,1
PTT__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__PTT__min_24h,t__PTT__min_24h,0
PTT__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__PTT__min_72h,t__PTT__min_72h,1
PTT__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__PTT__prev1,t__PTT__prev1,2
PTT__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__PTT__prev2,t__PTT__prev2,0
PTT__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__PTT__prev3,t__PTT__prev3,0
PTT__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__PTT__prior_count,t__PTT__prior_count,2
PTT__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__PTT__slope_per_day,t__PTT__slope_per_day,0
PTT__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__PTT__std_24h,t__PTT__std_24h,0
PTT__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__PTT__std_72h,t__PTT__std_72h,0
PT__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__PT__delta,t__PT__delta,6
PT__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__PT__first_admission,t__PT__first_admission,9
PT__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__PT__max_24h,t__PT__max_24h,3
PT__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__PT__max_72h,t__PT__max_72h,5
PT__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__PT__mean_24h,t__PT__mean_24h,3
PT__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__PT__mean_72h,t__PT__mean_72h,5
PT__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__PT__min_24h,t__PT__min_24h,3
PT__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__PT__min_72h,t__PT__min_72h,5
PT__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__PT__prev1,t__PT__prev1,9
PT__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__PT__prev2,t__PT__prev2,6
PT__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__PT__prev3,t__PT__prev3,4
PT__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__PT__prior_count,t__PT__prior_count,9
PT__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__PT__slope_per_day,t__PT__slope_per_day,6
PT__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__PT__std_24h,t__PT__std_24h,0
PT__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__PT__std_72h,t__PT__std_72h,2
Phosphorus__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__Phosphorus__delta,t__Phosphorus__delta,14423
Phosphorus__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__Phosphorus__first_admission,t__Phosphorus__first_admission,24764
Phosphorus__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__Phosphorus__max_24h,t__Phosphorus__max_24h,17485
Phosphorus__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__Phosphorus__max_72h,t__Phosphorus__max_72h,22814
Phosphorus__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__Phosphorus__mean_24h,t__Phosphorus__mean_24h,17485
Phosphorus__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__Phosphorus__mean_72h,t__Phosphorus__mean_72h,22814
Phosphorus__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__Phosphorus__min_24h,t__Phosphorus__min_24h,17485
Phosphorus__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__Phosphorus__min_72h,t__Phosphorus__min_72h,22814
Phosphorus__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__Phosphorus__prev1,t__Phosphorus__prev1,24764
Phosphorus__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__Phosphorus__prev2,t__Phosphorus__prev2,14423
Phosphorus__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__Phosphorus__prev3,t__Phosphorus__prev3,10025
Phosphorus__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__Phosphorus__prior_count,t__Phosphorus__prior_count,24764
Phosphorus__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__Phosphorus__slope_per_day,t__Phosphorus__slope_per_day,14423
Phosphorus__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__Phosphorus__std_24h,t__Phosphorus__std_24h,73
Phosphorus__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__Phosphorus__std_72h,t__Phosphorus__std_72h,9726
Potassium__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__Potassium__delta,t__Potassium__delta,14440
Potassium__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__Potassium__first_admission,t__Potassium__first_admission,24741
Potassium__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__Potassium__max_24h,t__Potassium__max_24h,17391
Potassium__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__Potassium__max_72h,t__Potassium__max_72h,22755
Potassium__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__Potassium__mean_24h,t__Potassium__mean_24h,17391
Potassium__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__Potassium__mean_72h,t__Potassium__mean_72h,22755
Potassium__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__Potassium__min_24h,t__Potassium__min_24h,17391
Potassium__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__Potassium__min_72h,t__Potassium__min_72h,22755
Potassium__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__Potassium__prev1,t__Potassium__prev1,24741
